"consumption_id","building_id","price_id","consumption_date","amount"
698,7,6,"2016-09-01","2945.00"
699,6,6,"2016-09-01","2509.00"
700,1,6,"2016-09-01","4672.00"
701,2,6,"2016-09-01","3604.00"
702,8,6,"2016-09-01","4326.00"
703,11,6,"2016-09-01","4312.00"
704,10,6,"2016-09-01","5086.00"
705,4,6,"2016-08-01","2623.00"
706,5,6,"2016-08-01","3167.00"
707,3,6,"2016-08-01","2610.00"
708,9,6,"2016-08-01","2957.00"
709,7,6,"2016-08-01","4923.00"
710,6,6,"2016-08-01","3271.00"
711,1,6,"2016-08-01","4594.00"
712,2,6,"2016-08-01","4942.00"
713,8,6,"2016-08-01","2424.00"
714,11,6,"2016-08-01","4406.00"
715,10,6,"2016-08-01","2995.00"
716,4,6,"2016-07-01","4902.00"
717,5,6,"2016-07-01","5334.00"
718,3,6,"2016-07-01","2674.00"
719,9,6,"2016-07-01","3911.00"
720,7,6,"2016-07-01","3228.00"
721,6,6,"2016-07-01","5058.00"
722,1,6,"2016-07-01","2391.00"
723,2,6,"2016-07-01","4540.00"
724,8,6,"2016-07-01","4056.00"
725,11,6,"2016-07-01","4602.00"
726,10,6,"2016-07-01","4909.00"
727,4,6,"2016-06-01","2399.00"
728,5,6,"2016-06-01","2462.00"
729,3,6,"2016-06-01","2874.00"
730,9,6,"2016-06-01","4090.00"
731,7,6,"2016-06-01","3201.00"
732,6,6,"2016-06-01","4491.00"
733,1,6,"2016-06-01","5208.00"
734,2,6,"2016-06-01","2718.00"
735,8,6,"2016-06-01","3949.00"
736,11,6,"2016-06-01","3885.00"
737,10,6,"2016-06-01","4259.00"
738,4,6,"2016-05-01","4374.00"
739,5,6,"2016-05-01","4146.00"
740,3,6,"2016-05-01","4766.00"
741,9,6,"2016-05-01","5228.00"
742,7,6,"2016-05-01","4807.00"
743,6,6,"2016-05-01","4602.00"
744,1,6,"2016-05-01","3933.00"
745,2,6,"2016-05-01","4357.00"
746,8,6,"2016-05-01","2735.00"
747,11,6,"2016-05-01","4381.00"
748,10,6,"2016-05-01","3581.00"
749,4,6,"2016-04-01","4378.00"
750,5,6,"2016-04-01","3599.00"
751,3,6,"2016-04-01","4818.00"
752,9,6,"2016-04-01","3097.00"
753,7,6,"2016-04-01","4645.00"
754,6,6,"2016-04-01","3775.00"
755,1,6,"2016-04-01","3175.00"
756,2,6,"2016-04-01","3697.00"
757,8,6,"2016-04-01","4520.00"
758,11,6,"2016-04-01","3522.00"
759,10,6,"2016-04-01","3267.00"
760,4,6,"2016-03-01","4075.00"
761,5,6,"2016-03-01","4298.00"
762,3,6,"2016-03-01","2327.00"
763,9,6,"2016-03-01","2844.00"
764,7,6,"2016-03-01","4886.00"
765,6,6,"2016-03-01","3773.00"
766,1,6,"2016-03-01","3400.00"
767,2,6,"2016-03-01","4854.00"
768,8,6,"2016-03-01","2160.00"
769,11,6,"2016-03-01","2317.00"
770,10,6,"2016-03-01","2617.00"
771,4,6,"2016-02-01","4403.00"
772,5,6,"2016-02-01","3946.00"
773,3,6,"2016-02-01","3200.00"
774,9,6,"2016-02-01","2499.00"
775,7,6,"2016-02-01","4704.00"
776,6,6,"2016-02-01","3802.00"
777,1,6,"2016-02-01","3846.00"
778,2,6,"2016-02-01","2861.00"
779,8,6,"2016-02-01","4414.00"
780,11,6,"2016-02-01","2872.00"
781,10,6,"2016-02-01","4822.00"
782,4,6,"2016-01-01","3067.00"
783,5,6,"2016-01-01","3263.00"
784,3,6,"2016-01-01","4075.00"
785,9,6,"2016-01-01","2149.00"
786,7,6,"2016-01-01","3660.00"
787,6,6,"2016-01-01","2810.00"
788,1,6,"2016-01-01","4709.00"
789,2,6,"2016-01-01","3581.00"
790,8,6,"2016-01-01","3173.00"
791,11,6,"2016-01-01","2187.00"
792,10,6,"2016-01-01","3378.00"
793,4,7,"2016-12-01","259351.00"
794,5,7,"2016-12-01","268351.00"
795,3,7,"2016-12-01","461694.00"
796,9,7,"2016-12-01","304827.00"
797,7,7,"2016-12-01","273201.00"
798,6,7,"2016-12-01","293486.00"
799,1,7,"2016-12-01","402811.00"
800,2,7,"2016-12-01","229664.00"
801,8,7,"2016-12-01","502349.00"
802,11,7,"2016-12-01","378691.00"
803,10,7,"2016-12-01","422766.00"
804,4,7,"2016-11-01","471008.00"
805,5,7,"2016-11-01","246880.00"
806,3,7,"2016-11-01","257234.00"
807,9,7,"2016-11-01","331406.00"
808,7,7,"2016-11-01","207534.00"
809,6,7,"2016-11-01","494823.00"
810,1,7,"2016-11-01","373711.00"
811,2,7,"2016-11-01","220625.00"
812,8,7,"2016-11-01","223897.00"
813,11,7,"2016-11-01","285423.00"
814,10,7,"2016-11-01","256575.00"
815,4,7,"2016-10-01","340881.00"
816,5,7,"2016-10-01","303875.00"
817,3,7,"2016-10-01","337703.00"
818,9,7,"2016-10-01","444777.00"
819,7,7,"2016-10-01","500791.00"
820,6,7,"2016-10-01","361418.00"
821,1,7,"2016-10-01","432769.00"
822,2,7,"2016-10-01","340609.00"
823,8,7,"2016-10-01","331388.00"
824,11,7,"2016-10-01","234978.00"
825,10,7,"2016-10-01","334502.00"
826,4,7,"2016-09-01","394673.00"
827,5,7,"2016-09-01","259650.00"
828,3,7,"2016-09-01","308518.00"
829,9,7,"2016-09-01","307448.00"
830,7,7,"2016-09-01","421190.00"
831,6,7,"2016-09-01","404468.00"
832,1,7,"2016-09-01","309002.00"
833,2,7,"2016-09-01","397906.00"
834,8,7,"2016-09-01","370185.00"
835,11,7,"2016-09-01","207081.00"
836,10,7,"2016-09-01","244019.00"
837,4,7,"2016-08-01","216859.00"
838,5,7,"2016-08-01","447622.00"
839,3,7,"2016-08-01","221813.00"
840,9,7,"2016-08-01","283321.00"
841,7,7,"2016-08-01","431541.00"
842,6,7,"2016-08-01","329126.00"
843,1,7,"2016-08-01","379880.00"
844,2,7,"2016-08-01","346811.00"
845,8,7,"2016-08-01","395586.00"
846,11,7,"2016-08-01","223918.00"
847,10,7,"2016-08-01","252698.00"
848,4,7,"2016-07-01","333281.00"
849,5,7,"2016-07-01","205516.00"
850,3,7,"2016-07-01","293231.00"
851,9,7,"2016-07-01","202790.00"
852,7,7,"2016-07-01","404080.00"
853,6,7,"2016-07-01","284561.00"
854,1,7,"2016-07-01","465708.00"
855,2,7,"2016-07-01","438939.00"
856,8,7,"2016-07-01","266818.00"
857,11,7,"2016-07-01","255058.00"
858,10,7,"2016-07-01","460927.00"
859,4,7,"2016-06-01","414824.00"
860,5,7,"2016-06-01","370077.00"
861,3,7,"2016-06-01","317741.00"
862,9,7,"2016-06-01","313142.00"
863,7,7,"2016-06-01","499003.00"
864,6,7,"2016-06-01","371226.00"
865,1,7,"2016-06-01","490303.00"
866,2,7,"2016-06-01","397773.00"
867,8,7,"2016-06-01","216537.00"
868,11,7,"2016-06-01","358497.00"
869,10,7,"2016-06-01","332451.00"
870,4,7,"2016-05-01","498942.00"
871,5,7,"2016-05-01","459351.00"
872,3,7,"2016-05-01","460030.00"
873,9,7,"2016-05-01","476596.00"
874,7,7,"2016-05-01","429552.00"
875,6,7,"2016-05-01","470276.00"
876,1,7,"2016-05-01","205951.00"
877,2,7,"2016-05-01","265688.00"
878,8,7,"2016-05-01","216109.00"
879,11,7,"2016-05-01","497381.00"
880,10,7,"2016-05-01","307569.00"
881,4,7,"2016-04-01","310387.00"
882,5,7,"2016-04-01","446149.00"
883,3,7,"2016-04-01","249738.00"
884,9,7,"2016-04-01","361251.00"
885,7,7,"2016-04-01","393447.00"
886,6,7,"2016-04-01","243752.00"
887,1,7,"2016-04-01","329990.00"
888,2,7,"2016-04-01","314863.00"
889,8,7,"2016-04-01","488203.00"
890,11,7,"2016-04-01","242610.00"
891,10,7,"2016-04-01","266742.00"
892,4,7,"2016-03-01","471206.00"
893,5,7,"2016-03-01","238633.00"
894,3,7,"2016-03-01","239402.00"
895,9,7,"2016-03-01","461819.00"
896,7,7,"2016-03-01","398217.00"
897,6,7,"2016-03-01","417242.00"
898,1,7,"2016-03-01","234020.00"
899,2,7,"2016-03-01","423089.00"
900,8,7,"2016-03-01","424409.00"
901,11,7,"2016-03-01","363959.00"
902,10,7,"2016-03-01","242522.00"
903,4,7,"2016-02-01","408801.00"
904,5,7,"2016-02-01","258350.00"
905,3,7,"2016-02-01","202733.00"
906,9,7,"2016-02-01","252241.00"
907,7,7,"2016-02-01","453536.00"
908,6,7,"2016-02-01","424629.00"
909,1,7,"2016-02-01","267027.00"
910,2,7,"2016-02-01","336263.00"
911,8,7,"2016-02-01","231200.00"
912,11,7,"2016-02-01","370356.00"
913,10,7,"2016-02-01","437812.00"
914,4,7,"2016-01-01","417348.00"
915,5,7,"2016-01-01","412804.00"
916,3,7,"2016-01-01","343048.00"
917,9,7,"2016-01-01","413543.00"
918,7,7,"2016-01-01","401399.00"
919,6,7,"2016-01-01","276221.00"
920,1,7,"2016-01-01","257742.00"
921,2,7,"2016-01-01","309176.00"
922,8,7,"2016-01-01","259530.00"
923,11,7,"2016-01-01","281717.00"
924,10,7,"2016-01-01","346159.00"
925,11,8,"2017-05-01","417942.00"
926,10,8,"2017-05-01","400459.00"
927,4,8,"2017-04-01","327550.00"
928,5,8,"2017-04-01","436555.00"
929,3,8,"2017-04-01","479701.00"
930,9,8,"2017-04-01","238050.00"
931,7,8,"2017-04-01","305817.00"
932,6,8,"2017-04-01","492266.00"
933,1,8,"2017-04-01","480885.00"
934,2,8,"2017-04-01","483156.00"
935,8,8,"2017-04-01","372563.00"
936,11,8,"2017-04-01","443616.00"
937,10,8,"2017-04-01","445895.00"
938,4,8,"2017-03-01","280484.00"
939,5,8,"2017-03-01","247573.00"
940,3,8,"2017-03-01","501733.00"
941,9,8,"2017-03-01","251457.00"
942,7,8,"2017-03-01","338161.00"
943,6,8,"2017-03-01","258578.00"
944,1,8,"2017-03-01","299227.00"
945,2,8,"2017-03-01","278921.00"
946,8,8,"2017-03-01","302640.00"
947,11,8,"2017-03-01","291541.00"
948,10,8,"2017-03-01","452145.00"
949,4,8,"2017-02-01","335188.00"
950,5,8,"2017-02-01","267281.00"
951,3,8,"2017-02-01","373059.00"
952,9,8,"2017-02-01","304603.00"
953,7,8,"2017-02-01","420459.00"
954,6,8,"2017-02-01","453588.00"
955,1,8,"2017-02-01","348056.00"
956,2,8,"2017-02-01","242849.00"
957,8,8,"2017-02-01","316167.00"
958,11,8,"2017-02-01","278812.00"
959,10,8,"2017-02-01","489625.00"
960,4,8,"2017-01-01","493306.00"
961,5,8,"2017-01-01","422676.00"
962,3,8,"2017-01-01","484163.00"
963,9,8,"2017-01-01","208584.00"
964,7,8,"2017-01-01","372226.00"
965,6,8,"2017-01-01","404167.00"
966,1,8,"2017-01-01","374090.00"
967,2,8,"2017-01-01","406975.00"
968,8,8,"2017-01-01","434737.00"
969,11,8,"2017-01-01","300012.00"
970,10,8,"2017-01-01","482551.00"
971,2,8,"2018-09-01","439946.00"
972,8,8,"2018-09-01","343770.00"
973,11,8,"2018-09-01","343041.00"
974,10,8,"2018-09-01","337972.00"
975,4,8,"2018-08-01","348732.00"
976,5,8,"2018-08-01","264964.00"
977,3,8,"2018-08-01","406070.00"
978,9,8,"2018-08-01","478891.00"
979,7,8,"2018-08-01","495985.00"
980,6,8,"2018-08-01","231719.00"
981,1,8,"2018-08-01","383208.00"
982,2,8,"2018-08-01","287172.00"
983,8,8,"2018-08-01","303920.00"
984,11,8,"2018-08-01","287796.00"
985,10,8,"2018-08-01","497647.00"
986,4,8,"2018-07-01","214789.00"
987,5,8,"2018-07-01","209930.00"
988,3,8,"2018-07-01","441239.00"
989,9,8,"2018-07-01","502045.00"
990,7,8,"2018-07-01","494754.00"
991,6,8,"2018-07-01","383653.00"
992,1,8,"2018-07-01","405977.00"
993,2,8,"2018-07-01","433696.00"
994,8,8,"2018-07-01","288098.00"
995,11,8,"2018-07-01","276989.00"
996,10,8,"2018-07-01","308872.00"
997,4,8,"2018-06-01","505757.00"
998,5,8,"2018-06-01","282075.00"
999,3,8,"2018-06-01","489487.00"
1000,9,8,"2018-06-01","218795.00"
1001,7,8,"2018-06-01","226591.00"
1002,6,8,"2018-06-01","426479.00"
1003,1,8,"2018-06-01","220166.00"
1004,2,8,"2018-06-01","387708.00"
1005,8,8,"2018-06-01","332617.00"
1006,11,8,"2018-06-01","491078.00"
1007,10,8,"2018-06-01","420627.00"
1008,4,8,"2018-05-01","226717.00"
1009,5,8,"2018-05-01","272987.00"
1010,3,8,"2018-05-01","499220.00"
1011,9,8,"2018-05-01","500394.00"
1012,7,8,"2018-05-01","250198.00"
1013,6,8,"2018-05-01","374627.00"
1014,1,8,"2018-05-01","218038.00"
1015,2,8,"2018-05-01","488363.00"
1016,8,8,"2018-05-01","427516.00"
1017,11,8,"2018-05-01","353209.00"
1018,10,8,"2018-05-01","241272.00"
1019,4,8,"2018-04-01","271351.00"
1020,5,8,"2018-04-01","478824.00"
1021,3,8,"2018-04-01","505186.00"
1022,9,8,"2018-04-01","365468.00"
1023,7,8,"2018-04-01","505586.00"
1024,6,8,"2018-04-01","424005.00"
1025,1,8,"2018-04-01","426801.00"
1026,2,8,"2018-04-01","364306.00"
1027,8,8,"2018-04-01","327042.00"
1028,11,8,"2018-04-01","338447.00"
1029,10,8,"2018-04-01","486795.00"
1030,4,8,"2018-03-01","234598.00"
1031,5,8,"2018-03-01","246123.00"
1032,3,8,"2018-03-01","258158.00"
1033,9,8,"2018-03-01","262459.00"
1034,7,8,"2018-03-01","430897.00"
1035,6,8,"2018-03-01","369648.00"
1036,1,8,"2018-03-01","447729.00"
1037,2,8,"2018-03-01","468032.00"
1038,8,8,"2018-03-01","348507.00"
1039,11,8,"2018-03-01","260066.00"
1040,10,8,"2018-03-01","493939.00"
1041,4,8,"2018-02-01","306692.00"
1042,5,8,"2018-02-01","466199.00"
1043,3,8,"2018-02-01","474855.00"
1044,9,8,"2018-02-01","290750.00"
1045,7,8,"2018-02-01","444066.00"
1046,6,8,"2018-02-01","489440.00"
1047,1,8,"2018-02-01","448275.00"
1048,2,8,"2018-02-01","359388.00"
1049,8,8,"2018-02-01","295720.00"
1050,11,8,"2018-02-01","444563.00"
1051,10,8,"2018-02-01","470804.00"
1052,4,8,"2018-01-01","351476.00"
1053,5,8,"2018-01-01","390659.00"
1054,3,8,"2018-01-01","489189.00"
1055,9,8,"2018-01-01","324668.00"
1056,7,8,"2018-01-01","409029.00"
1057,6,8,"2018-01-01","282898.00"
1058,1,8,"2018-01-01","286626.00"
1059,2,8,"2018-01-01","207659.00"
1060,8,8,"2018-01-01","207228.00"
1061,11,8,"2018-01-01","456404.00"
1062,10,8,"2018-01-01","464783.00"
1063,4,8,"2017-12-01","251507.00"
1064,5,8,"2017-12-01","216605.00"
1065,3,8,"2017-12-01","342740.00"
1066,9,8,"2017-12-01","494593.00"
1067,7,8,"2017-12-01","362301.00"
1068,6,8,"2017-12-01","364166.00"
1069,1,8,"2017-12-01","491868.00"
1070,2,8,"2017-12-01","470151.00"
1071,8,8,"2017-12-01","212446.00"
1072,11,8,"2017-12-01","467255.00"
1073,10,8,"2017-12-01","408382.00"
1074,4,8,"2017-11-01","488702.00"
1075,5,8,"2017-11-01","402553.00"
1076,3,8,"2017-11-01","422862.00"
1077,9,8,"2017-11-01","315269.00"
1078,7,8,"2017-11-01","206565.00"
1079,6,8,"2017-11-01","297837.00"
1080,1,8,"2017-11-01","479899.00"
1081,2,8,"2017-11-01","477842.00"
1082,8,8,"2017-11-01","287182.00"
1083,11,8,"2017-11-01","463735.00"
1084,10,8,"2017-11-01","451139.00"
1085,4,8,"2017-10-01","223858.00"
1086,5,8,"2017-10-01","230359.00"
1087,3,8,"2017-10-01","252302.00"
1088,9,8,"2017-10-01","226282.00"
1089,7,8,"2017-10-01","444025.00"
1090,6,8,"2017-10-01","439347.00"
1091,1,8,"2017-10-01","448594.00"
1092,2,8,"2017-10-01","497034.00"
1093,8,8,"2017-10-01","500052.00"
1094,11,8,"2017-10-01","493238.00"
1095,10,8,"2017-10-01","265102.00"
1096,4,8,"2017-09-01","400656.00"
1097,5,8,"2017-09-01","421940.00"
1098,3,8,"2017-09-01","256625.00"
1099,9,8,"2017-09-01","503577.00"
1100,7,8,"2017-09-01","361825.00"
1101,6,8,"2017-09-01","242689.00"
1102,1,8,"2017-09-01","428191.00"
1103,2,8,"2017-09-01","416047.00"
1104,8,8,"2017-09-01","231127.00"
1105,11,8,"2017-09-01","327447.00"
1106,10,8,"2017-09-01","382610.00"
1107,4,8,"2017-08-01","421375.00"
1108,5,8,"2017-08-01","222840.00"
1109,3,8,"2017-08-01","399613.00"
1110,9,8,"2017-08-01","263031.00"
1111,7,8,"2017-08-01","399785.00"
1112,6,8,"2017-08-01","485495.00"
1113,1,8,"2017-08-01","305006.00"
1114,2,8,"2017-08-01","215402.00"
1115,8,8,"2017-08-01","434191.00"
1116,11,8,"2017-08-01","304031.00"
1117,10,8,"2017-08-01","397450.00"
1118,4,8,"2017-07-01","386113.00"
1119,5,8,"2017-07-01","404183.00"
1120,3,8,"2017-07-01","405549.00"
1121,9,8,"2017-07-01","459377.00"
1122,7,8,"2017-07-01","498064.00"
1123,6,8,"2017-07-01","314616.00"
1124,1,8,"2017-07-01","244114.00"
1125,2,8,"2017-07-01","223103.00"
1126,8,8,"2017-07-01","416264.00"
1127,11,8,"2017-07-01","327286.00"
1128,10,8,"2017-07-01","378241.00"
1129,4,8,"2017-06-01","448821.00"
1130,5,8,"2017-06-01","263134.00"
1131,3,8,"2017-06-01","405014.00"
1132,9,8,"2017-06-01","235658.00"
1133,7,8,"2017-06-01","293433.00"
1134,6,8,"2017-06-01","377542.00"
1135,1,8,"2017-06-01","248569.00"
1136,2,8,"2017-06-01","373418.00"
1137,8,8,"2017-06-01","288169.00"
1138,11,8,"2017-06-01","306248.00"
1139,10,8,"2017-06-01","256415.00"
1140,4,8,"2017-05-01","232731.00"
1141,5,8,"2017-05-01","475120.00"
1142,3,8,"2017-05-01","447839.00"
1143,9,8,"2017-05-01","279506.00"
1144,7,8,"2017-05-01","232887.00"
1145,6,8,"2017-05-01","386528.00"
1146,1,8,"2017-05-01","239647.00"
1147,2,8,"2017-05-01","428365.00"
1148,8,8,"2017-05-01","433014.00"
1149,4,8,"2018-12-01","209723.00"
1150,5,8,"2018-12-01","289432.00"
1151,3,8,"2018-12-01","482136.00"
1152,9,8,"2018-12-01","424677.00"
1153,7,8,"2018-12-01","413612.00"
1154,6,8,"2018-12-01","322124.00"
1155,1,8,"2018-12-01","480456.00"
1156,2,8,"2018-12-01","299857.00"
1157,8,8,"2018-12-01","365522.00"
1158,11,8,"2018-12-01","236592.00"
1159,10,8,"2018-12-01","372784.00"
1160,4,8,"2018-11-01","244084.00"
1161,5,8,"2018-11-01","380358.00"
1162,3,8,"2018-11-01","338413.00"
1163,9,8,"2018-11-01","240399.00"
1164,7,8,"2018-11-01","292224.00"
1165,6,8,"2018-11-01","352871.00"
1166,1,8,"2018-11-01","302079.00"
1167,2,8,"2018-11-01","500850.00"
1168,8,8,"2018-11-01","467482.00"
1169,11,8,"2018-11-01","286891.00"
1170,10,8,"2018-11-01","426014.00"
1171,4,8,"2018-10-01","326049.00"
1172,5,8,"2018-10-01","213906.00"
1173,3,8,"2018-10-01","327888.00"
1174,9,8,"2018-10-01","209183.00"
1175,7,8,"2018-10-01","465714.00"
1176,6,8,"2018-10-01","356934.00"
1177,1,8,"2018-10-01","213170.00"
1178,2,8,"2018-10-01","469359.00"
1179,8,8,"2018-10-01","326333.00"
1180,11,8,"2018-10-01","477890.00"
1181,10,8,"2018-10-01","384357.00"
1182,4,8,"2018-09-01","229638.00"
1183,5,8,"2018-09-01","228928.00"
1184,3,8,"2018-09-01","213394.00"
1185,9,8,"2018-09-01","215356.00"
1186,7,8,"2018-09-01","209588.00"
1187,6,8,"2018-09-01","410320.00"
1188,1,8,"2018-09-01","423928.00"
1189,11,9,"2017-05-01","5121.00"
1190,10,9,"2017-05-01","4602.00"
1191,4,9,"2017-04-01","4202.00"
1192,5,9,"2017-04-01","3003.00"
1193,3,9,"2017-04-01","4675.00"
1194,9,9,"2017-04-01","3437.00"
1195,7,9,"2017-04-01","3622.00"
1196,6,9,"2017-04-01","5576.00"
1197,1,9,"2017-04-01","3592.00"
1198,2,9,"2017-04-01","4891.00"
1199,8,9,"2017-04-01","4306.00"
1200,11,9,"2017-04-01","3241.00"
1201,10,9,"2017-04-01","4828.00"
1202,4,9,"2017-03-01","3163.00"
1203,5,9,"2017-03-01","3368.00"
1204,3,9,"2017-03-01","3271.00"
1205,9,9,"2017-03-01","3923.00"
1206,7,9,"2017-03-01","3558.00"
1207,6,9,"2017-03-01","4314.00"
1208,1,9,"2017-03-01","3741.00"
1209,2,9,"2017-03-01","5203.00"
1210,8,9,"2017-03-01","4903.00"
1211,11,9,"2017-03-01","4121.00"
1212,10,9,"2017-03-01","3214.00"
1213,4,9,"2017-02-01","5222.00"
1214,5,9,"2017-02-01","5486.00"
1215,3,9,"2017-02-01","5592.00"
1216,9,9,"2017-02-01","5195.00"
1217,7,9,"2017-02-01","3067.00"
1218,6,9,"2017-02-01","4340.00"
1219,1,9,"2017-02-01","5300.00"
1220,2,9,"2017-02-01","4062.00"
1221,8,9,"2017-02-01","4315.00"
1222,11,9,"2017-02-01","4833.00"
1223,10,9,"2017-02-01","5417.00"
1224,4,9,"2017-01-01","3709.00"
1225,5,9,"2017-01-01","3520.00"
1226,3,9,"2017-01-01","5707.00"
1227,9,9,"2017-01-01","3892.00"
1228,7,9,"2017-01-01","3519.00"
1229,6,9,"2017-01-01","3853.00"
1230,1,9,"2017-01-01","3721.00"
1231,2,9,"2017-01-01","4631.00"
1232,8,9,"2017-01-01","3255.00"
1233,11,9,"2017-01-01","4378.00"
1234,10,9,"2017-01-01","4980.00"
1235,4,9,"2017-12-01","3666.00"
1236,5,9,"2017-12-01","4171.00"
1237,3,9,"2017-12-01","4881.00"
1238,9,9,"2017-12-01","5415.00"
1239,7,9,"2017-12-01","3663.00"
1240,6,9,"2017-12-01","4282.00"
1241,1,9,"2017-12-01","4335.00"
1242,2,9,"2017-12-01","3858.00"
1243,8,9,"2017-12-01","5066.00"
1244,11,9,"2017-12-01","4630.00"
1245,10,9,"2017-12-01","4382.00"
1246,4,9,"2017-11-01","5055.00"
1247,5,9,"2017-11-01","3296.00"
1248,3,9,"2017-11-01","5399.00"
1249,9,9,"2017-11-01","3585.00"
1250,7,9,"2017-11-01","5479.00"
1251,6,9,"2017-11-01","6123.00"
1252,1,9,"2017-11-01","6124.00"
1253,2,9,"2017-11-01","3830.00"
1254,8,9,"2017-11-01","4452.00"
1255,11,9,"2017-11-01","4849.00"
1256,10,9,"2017-11-01","4232.00"
1257,4,9,"2017-10-01","4542.00"
1258,5,9,"2017-10-01","5541.00"
1259,3,9,"2017-10-01","3767.00"
1260,9,9,"2017-10-01","4216.00"
1261,7,9,"2017-10-01","6053.00"
1262,6,9,"2017-10-01","5624.00"
1263,1,9,"2017-10-01","3202.00"
1264,2,9,"2017-10-01","5633.00"
1265,8,9,"2017-10-01","5135.00"
1266,11,9,"2017-10-01","4098.00"
1267,10,9,"2017-10-01","5460.00"
1268,4,9,"2017-09-01","4460.00"
1269,5,9,"2017-09-01","4575.00"
1270,3,9,"2017-09-01","5351.00"
1271,9,9,"2017-09-01","5944.00"
1272,7,9,"2017-09-01","3488.00"
1273,6,9,"2017-09-01","3138.00"
1274,1,9,"2017-09-01","6054.00"
1275,2,9,"2017-09-01","4334.00"
1276,8,9,"2017-09-01","4384.00"
1277,11,9,"2017-09-01","5504.00"
1278,10,9,"2017-09-01","5258.00"
1279,4,9,"2017-08-01","3944.00"
1280,5,9,"2017-08-01","3647.00"
1281,3,9,"2017-08-01","5419.00"
1282,9,9,"2017-08-01","4504.00"
1283,7,9,"2017-08-01","3447.00"
1284,6,9,"2017-08-01","3186.00"
1285,1,9,"2017-08-01","4612.00"
1286,2,9,"2017-08-01","4456.00"
1287,8,9,"2017-08-01","4832.00"
1288,11,9,"2017-08-01","3103.00"
1289,10,9,"2017-08-01","3636.00"
1290,4,9,"2017-07-01","3282.00"
1291,5,9,"2017-07-01","3600.00"
1292,3,9,"2017-07-01","3997.00"
1293,9,9,"2017-07-01","4855.00"
1294,7,9,"2017-07-01","4529.00"
1295,6,9,"2017-07-01","5322.00"
1296,1,9,"2017-07-01","4781.00"
1297,2,9,"2017-07-01","6009.00"
1298,8,9,"2017-07-01","5473.00"
1299,11,9,"2017-07-01","4859.00"
1300,10,9,"2017-07-01","4404.00"
1301,4,9,"2017-06-01","5498.00"
1302,5,9,"2017-06-01","3534.00"
1303,3,9,"2017-06-01","5868.00"
1304,9,9,"2017-06-01","4691.00"
1305,7,9,"2017-06-01","5732.00"
1306,6,9,"2017-06-01","5087.00"
1307,1,9,"2017-06-01","5611.00"
1308,2,9,"2017-06-01","4364.00"
1309,8,9,"2017-06-01","5487.00"
1310,11,9,"2017-06-01","4858.00"
1311,10,9,"2017-06-01","5405.00"
1312,4,9,"2017-05-01","3731.00"
1313,5,9,"2017-05-01","4054.00"
1314,3,9,"2017-05-01","4838.00"
1315,9,9,"2017-05-01","5627.00"
1316,7,9,"2017-05-01","5061.00"
1317,6,9,"2017-05-01","3003.00"
1318,1,9,"2017-05-01","5356.00"
1319,2,9,"2017-05-01","3593.00"
1320,8,9,"2017-05-01","5807.00"
1321,4,10,"2019-12-01","5610.00"
1322,5,10,"2019-12-01","5492.00"
1323,3,10,"2019-12-01","5909.00"
1324,9,10,"2019-12-01","4748.00"
1325,7,10,"2019-12-01","4931.00"
1326,6,10,"2019-12-01","4889.00"
1327,1,10,"2019-12-01","7250.00"
1328,2,10,"2019-12-01","5803.00"
1329,8,10,"2019-12-01","5031.00"
1330,11,10,"2019-12-01","4989.00"
1331,10,10,"2019-12-01","5429.00"
1332,4,10,"2019-11-01","7024.00"
1333,5,10,"2019-11-01","6377.00"
1334,3,10,"2019-11-01","7105.00"
1335,9,10,"2019-11-01","5162.00"
1336,7,10,"2019-11-01","4819.00"
1337,6,10,"2019-11-01","5351.00"
1338,1,10,"2019-11-01","5267.00"
1339,2,10,"2019-11-01","5590.00"
1340,8,10,"2019-11-01","6963.00"
1341,11,10,"2019-11-01","4670.00"
1342,10,10,"2019-11-01","6576.00"
1343,4,10,"2019-10-01","7315.00"
1344,5,10,"2019-10-01","5550.00"
1345,3,10,"2019-10-01","5453.00"
1346,9,10,"2019-10-01","5573.00"
1347,7,10,"2019-10-01","6146.00"
1348,6,10,"2019-10-01","5290.00"
1349,1,10,"2019-10-01","4847.00"
1350,2,10,"2019-10-01","6473.00"
1351,8,10,"2019-10-01","6194.00"
1352,11,10,"2019-10-01","6657.00"
1353,10,10,"2019-10-01","6719.00"
1354,4,10,"2019-09-01","7265.00"
1355,5,10,"2019-09-01","5619.00"
1356,3,10,"2019-09-01","7101.00"
1357,9,10,"2019-09-01","5470.00"
1358,7,10,"2019-09-01","5966.00"
1359,6,10,"2019-09-01","6326.00"
1360,1,10,"2019-09-01","6204.00"
1361,2,10,"2019-09-01","6593.00"
1362,8,10,"2019-09-01","5453.00"
1363,11,10,"2019-09-01","7351.00"
1364,10,10,"2019-09-01","7019.00"
1365,4,10,"2019-08-01","7238.00"
1366,5,10,"2019-08-01","5426.00"
1367,3,10,"2019-08-01","5446.00"
1368,9,10,"2019-08-01","5759.00"
1369,7,10,"2019-08-01","4557.00"
1370,6,10,"2019-08-01","4988.00"
1371,1,10,"2019-08-01","4775.00"
1372,2,10,"2019-08-01","5122.00"
1373,8,10,"2019-08-01","6481.00"
1374,11,10,"2019-08-01","6412.00"
1375,10,10,"2019-08-01","5467.00"
1376,4,10,"2019-07-01","7200.00"
